r,t,y,AnnualFixedOperatingCost
REGION,DJILFORCP01O,2016,2.7125
REGION,DJILFORCP01O,2017,2.7125
REGION,DJILFORCP01O,2018,2.7125
REGION,DJILFORCP01O,2019,2.7125
REGION,DJILFORCP01O,2020,2.7125
REGION,DJILFORCP01O,2021,2.5768750000000002
REGION,DJILFORCP01O,2022,2.44125
REGION,DJILFORCP01O,2023,2.305625
REGION,DJILFORCP01O,2024,2.17
REGION,DJILFORCP01O,2025,2.034375
REGION,DJILFORCP01O,2026,1.8987500000000002
REGION,DJILFORCP01O,2027,1.763125
REGION,DJILFORCP01O,2028,1.6275
REGION,DJILFORCP01O,2029,1.491875
REGION,DJILFORCP01O,2030,1.35625
REGION,DJILFORCP01O,2031,1.220625
REGION,DJILFORCP01O,2032,1.085
REGION,DJILFORCP01O,2033,0.949375
REGION,DJILFORCP01O,2034,0.81375
REGION,DJILFORCP01O,2035,0.678125
REGION,DJILFORCP01O,2036,0.5425
REGION,DJILFORCP01O,2037,0.406875
REGION,DJILFORCP01O,2038,0.27125
REGION,DJILFORCP01O,2039,0.135625
REGION,DJILFORCP01O,2040,0.0
REGION,DJILFOSALON1,2040,0.0
REGION,DJILNGEXP00X,2040,0.0
REGION,DJILNGIMP00X,2040,0.0
REGION,DJINGACCC01N,2040,0.0
REGION,DJINGACCP01N,2040,0.0
REGION,DJINGACCP01O,2040,0.0
REGION,DJINGADIP00X,2040,0.0
REGION,DJINGAGCP01N,2040,0.0
REGION,DJINGAGCP01O,2040,0.0
REGION,DJINGAPRP00X,2040,0.0
REGION,DJINGGCP01N,2040,0.0
REGION,DJINGGCP01O,2040,0.0
REGION,DJISOLARP00X,2040,0.0
REGION,DJISOLCNP01X,2040,0.0
REGION,DJISOLCSP01X,2040,0.0
REGION,DJISOLMGRID1,2040,0.0
REGION,DJISOLPRP00X,2033,0.7342407963882812
REGION,DJISOLPRP00X,2034,1.4636476262209501
REGION,DJISOLPRP00X,2035,2.313312875903271
REGION,DJISOLPRP00X,2036,3.1533684372967934
REGION,DJISOLPRP00X,2037,3.984462339982621
REGION,DJISOLPRP00X,2038,4.806871173231084
REGION,DJISOLPRP00X,2039,5.620232819751903
REGION,DJISOLPRP00X,2040,6.570049472150998
REGION,DJISOLPRSAL1,2040,0.0
REGION,DJISOLPRSAL2,2040,0.0
REGION,DJISOLPRSAL3,2040,0.0
REGION,DJISOLPRSAL4,2040,0.0
REGION,DJISOLPRSAL5,2040,0.0
REGION,DJISOLPSP00X,2040,0.0
REGION,DJISOLPUP00X,2040,0.0
REGION,DJIURNIMP00X,2040,0.0
REGION,DJIURNPRP00X,2040,0.0
REGION,DJIURNPWP01N,2040,0.0
REGION,DJIURNPWP01O,2040,0.0
REGION,DJIWINMGRID1,2040,0.0
REGION,DJIWINOFP00X,2040,0.0
REGION,DJIWINONP00X,2040,0.0
REGION,DJIWINPRP00X,2040,0.0
REGION,DZABACKSTOP,2040,0.0
REGION,DZABIOCHC01N,2040,0.0
REGION,DZABIOCHP01N,2030,75.0
REGION,DZABIOCHP01N,2031,74.5
REGION,DZABIOCHP01N,2032,74.0
REGION,DZABIOCHP01N,2033,73.5
REGION,DZABIOCHP01N,2034,73.0
REGION,DZABIOCHP01N,2035,72.5
REGION,DZABIOCHP01N,2036,72.0
REGION,DZABIOCHP01N,2037,71.5
REGION,DZABIOCHP01N,2038,71.0
REGION,DZABIOCHP01N,2039,70.5
REGION,DZABIOCHP01N,2040,70.0
REGION,DZABIOCHP01O,2040,0.0
REGION,DZABIODIP00X,2040,0.0
REGION,DZABIOIMP00X,2040,0.0
REGION,DZABIOPRP00X,2040,0.0
REGION,DZACO1DIP00X,2040,0.0
REGION,DZACO1EXP00X,2040,0.0
REGION,DZACO1IMP00X,2040,0.0
REGION,DZACO1PRP00X,2040,0.0
REGION,DZACO1R1P00X,2040,0.0
REGION,DZACO1R2P00X,2040,0.0
REGION,DZACO1RCP00X,2040,0.0
REGION,DZACOADIP00X,2040,0.0
REGION,DZACOAIMP00X,2040,0.0
REGION,DZACOAPRP00X,2040,0.0
REGION,DZACOASCC01N,2040,0.0
REGION,DZACOASCP01N,2040,0.0
REGION,DZACOASCP01O,2040,0.0
REGION,DZAEL1TRP00X,2040,0.0
REGION,DZAEL2DIP00X,2040,0.0
REGION,DZAEL3DIP00X,2040,0.0
REGION,DZAEL4DIP00X,2040,0.0
REGION,DZAELMARBP00,2040,0.0
REGION,DZAGAESPBP00,2040,0.0
REGION,DZAGAITABP00,2040,0.0
REGION,DZAGAMARBP00,2040,0.0
REGION,DZAGAPRTBP00,2040,0.0
REGION,DZAGAS00IPIX,2040,0.0
REGION,DZAGATUNBP00,2040,0.0
REGION,DZAGEOCVP01N,2040,0.0
REGION,DZAGEOCVP01O,2040,0.0
REGION,DZAHFODIP00X,2040,0.0
REGION,DZAHFOEMP00X,2040,0.0
REGION,DZAHFOGCP01N,2040,0.0
REGION,DZAHFOGCP01O,2015,19.29092
REGION,DZAHFOGCP01O,2016,19.29092
REGION,DZAHFOGCP01O,2017,19.29092
REGION,DZAHFOGCP01O,2018,19.29092
REGION,DZAHFOGCP01O,2019,19.29092
REGION,DZAHFOGCP01O,2020,19.29092
REGION,DZAHFOGCP01O,2021,18.326374
REGION,DZAHFOGCP01O,2022,17.361828
REGION,DZAHFOGCP01O,2023,16.397282
REGION,DZAHFOGCP01O,2024,15.432736
REGION,DZAHFOGCP01O,2025,14.46819
REGION,DZAHFOGCP01O,2026,13.503644
REGION,DZAHFOGCP01O,2027,12.539098
REGION,DZAHFOGCP01O,2028,11.574552
REGION,DZAHFOGCP01O,2029,10.610006
REGION,DZAHFOGCP01O,2030,9.64546
REGION,DZAHFOGCP01O,2031,8.680914
REGION,DZAHFOGCP01O,2032,7.716368
REGION,DZAHFOGCP01O,2033,6.751822
REGION,DZAHFOGCP01O,2034,5.787276
REGION,DZAHFOGCP01O,2035,4.82273
REGION,DZAHFOGCP01O,2036,3.858184
REGION,DZAHFOGCP01O,2037,2.893638
REGION,DZAHFOGCP01O,2038,1.929092
REGION,DZAHFOGCP01O,2039,0.964546000000002
REGION,DZAHFOGCP01O,2040,0.0
REGION,DZAHFOIMP00X,2040,0.0
REGION,DZAHYDLSP00X,2015,5.0
REGION,DZAHYDLSP00X,2016,5.0
REGION,DZAHYDLSP00X,2017,5.0
REGION,DZAHYDLSP00X,2018,5.0
REGION,DZAHYDLSP00X,2019,5.0
REGION,DZAHYDLSP00X,2020,5.0
REGION,DZAHYDLSP00X,2021,5.0
REGION,DZAHYDLSP00X,2022,5.0
REGION,DZAHYDLSP00X,2023,5.0
REGION,DZAHYDLSP00X,2024,5.0
REGION,DZAHYDLSP00X,2025,5.0
REGION,DZAHYDLSP00X,2026,10.0
REGION,DZAHYDLSP00X,2027,10.0
REGION,DZAHYDLSP00X,2028,10.0
REGION,DZAHYDLSP00X,2029,10.0
REGION,DZAHYDLSP00X,2030,10.0
REGION,DZAHYDLSP00X,2031,10.0
REGION,DZAHYDLSP00X,2032,10.0
REGION,DZAHYDLSP00X,2033,10.0
REGION,DZAHYDLSP00X,2034,10.0
REGION,DZAHYDLSP00X,2035,10.0
REGION,DZAHYDLSP00X,2036,10.0
REGION,DZAHYDLSP00X,2037,10.0
REGION,DZAHYDLSP00X,2038,10.0
REGION,DZAHYDLSP00X,2039,10.0
REGION,DZAHYDLSP00X,2040,10.0
REGION,DZAHYDMGRID1,2040,0.0
REGION,DZAHYDMSP00X,2015,4.775
REGION,DZAHYDMSP00X,2016,4.775
REGION,DZAHYDMSP00X,2017,4.775
REGION,DZAHYDMSP00X,2018,4.775
REGION,DZAHYDMSP00X,2019,4.775
REGION,DZAHYDMSP00X,2020,4.775
REGION,DZAHYDMSP00X,2021,4.775
REGION,DZAHYDMSP00X,2022,4.775
REGION,DZAHYDMSP00X,2023,4.775
REGION,DZAHYDMSP00X,2024,4.775
REGION,DZAHYDMSP00X,2025,4.775
REGION,DZAHYDMSP00X,2026,7.275
REGION,DZAHYDMSP00X,2027,7.275
REGION,DZAHYDMSP00X,2028,7.275
REGION,DZAHYDMSP00X,2029,7.275
REGION,DZAHYDMSP00X,2030,7.275
REGION,DZAHYDMSP00X,2031,7.275
REGION,DZAHYDMSP00X,2032,7.275
REGION,DZAHYDMSP00X,2033,7.275
REGION,DZAHYDMSP00X,2034,7.275
REGION,DZAHYDMSP00X,2035,7.275
REGION,DZAHYDMSP00X,2036,7.275
REGION,DZAHYDMSP00X,2037,7.275
REGION,DZAHYDMSP00X,2038,7.275
REGION,DZAHYDMSP00X,2039,7.275
REGION,DZAHYDMSP00X,2040,7.275
REGION,DZAHYDSSP00X,2015,4.836
REGION,DZAHYDSSP00X,2016,4.836
REGION,DZAHYDSSP00X,2017,4.836
REGION,DZAHYDSSP00X,2018,4.836
REGION,DZAHYDSSP00X,2019,4.836
REGION,DZAHYDSSP00X,2020,4.836
REGION,DZAHYDSSP00X,2021,4.836
REGION,DZAHYDSSP00X,2022,4.836
REGION,DZAHYDSSP00X,2023,4.836
REGION,DZAHYDSSP00X,2024,4.836
REGION,DZAHYDSSP00X,2025,4.836
REGION,DZAHYDSSP00X,2026,4.836
REGION,DZAHYDSSP00X,2027,4.836
REGION,DZAHYDSSP00X,2028,4.836
REGION,DZAHYDSSP00X,2029,4.836
REGION,DZAHYDSSP00X,2030,4.836
REGION,DZAHYDSSP00X,2031,4.836
REGION,DZAHYDSSP00X,2032,4.836
REGION,DZAHYDSSP00X,2033,4.836
REGION,DZAHYDSSP00X,2034,4.836
REGION,DZAHYDSSP00X,2035,4.836
REGION,DZAHYDSSP00X,2036,4.836
REGION,DZAHYDSSP00X,2037,4.836
REGION,DZAHYDSSP00X,2038,4.836
REGION,DZAHYDSSP00X,2039,4.836
REGION,DZAHYDSSP00X,2040,4.836
REGION,DZALFODIP00X,2040,0.0
REGION,DZALFOEMP00X,2040,0.0
REGION,DZALFOIMP00X,2040,0.0
REGION,DZALFOMGRID1,2040,0.0
REGION,DZALFORCP00X,2015,2.3000000000000003
REGION,DZALFORCP00X,2016,4.6000000000000005
REGION,DZALFORCP00X,2017,6.9
REGION,DZALFORCP00X,2018,9.200000000000001
REGION,DZALFORCP00X,2019,9.200000000000001
REGION,DZALFORCP00X,2020,9.200000000000001
REGION,DZALFORCP00X,2021,9.200000000000001
REGION,DZALFORCP00X,2022,9.200000000000001
REGION,DZALFORCP00X,2023,9.200000000000001
REGION,DZALFORCP00X,2024,9.200000000000001
REGION,DZALFORCP00X,2025,6.9
REGION,DZALFORCP00X,2026,4.6000000000000005
REGION,DZALFORCP00X,2027,2.3000000000000003
REGION,DZALFORCP00X,2040,0.0
REGION,DZALFORCP01N,2040,0.0
REGION,DZALFORCP01O,2015,7.64358
REGION,DZALFORCP01O,2016,7.64358
REGION,DZALFORCP01O,2017,7.64358
REGION,DZALFORCP01O,2018,7.64358
REGION,DZALFORCP01O,2019,7.64358
REGION,DZALFORCP01O,2020,7.64358
REGION,DZALFORCP01O,2021,7.261401
REGION,DZALFORCP01O,2022,6.879222
REGION,DZALFORCP01O,2023,6.497043
REGION,DZALFORCP01O,2024,6.114864
REGION,DZALFORCP01O,2025,5.732685
REGION,DZALFORCP01O,2026,5.350506
REGION,DZALFORCP01O,2027,4.968327
REGION,DZALFORCP01O,2028,4.586148
REGION,DZALFORCP01O,2029,4.203969
REGION,DZALFORCP01O,2030,3.82179
REGION,DZALFORCP01O,2031,3.439611
REGION,DZALFORCP01O,2032,3.057432
REGION,DZALFORCP01O,2033,2.675253
REGION,DZALFORCP01O,2034,2.293074
REGION,DZALFORCP01O,2035,1.910895
REGION,DZALFORCP01O,2036,1.528716
REGION,DZALFORCP01O,2037,1.146537
REGION,DZALFORCP01O,2038,0.764358
REGION,DZALFORCP01O,2039,0.382179000000001
REGION,DZALFORCP01O,2040,0.0
REGION,DZALFOSALON1,2040,0.0
REGION,DZALNGEXP00X,2040,0.0
REGION,DZALNGIMP00X,2040,0.0
REGION,DZANGACCC01N,2040,0.0
REGION,DZANGACCP01N,2018,90.0
REGION,DZANGACCP01N,2019,240.0
REGION,DZANGACCP01N,2020,240.0
REGION,DZANGACCP01N,2021,240.0
REGION,DZANGACCP01N,2022,240.0
REGION,DZANGACCP01N,2023,245.9180501297461
REGION,DZANGACCP01N,2024,258.41805012974606
REGION,DZANGACCP01N,2025,270.91805012974606
REGION,DZANGACCP01N,2026,283.41805012974606
REGION,DZANGACCP01N,2027,295.91805012974606
REGION,DZANGACCP01N,2028,308.41805012974606
REGION,DZANGACCP01N,2029,315.16114886766286
REGION,DZANGACCP01N,2030,315.16114886766286
REGION,DZANGACCP01N,2031,320.3460341983756
REGION,DZANGACCP01N,2032,344.2257604344279
REGION,DZANGACCP01N,2033,348.54777058637626
REGION,DZANGACCP01N,2034,359.1263588782421
REGION,DZANGACCP01N,2035,370.28936672883935
REGION,DZANGACCP01N,2036,377.2990073615754
REGION,DZANGACCP01N,2037,384.40268199646545
REGION,DZANGACCP01N,2038,402.8551557315875
REGION,DZANGACCP01N,2039,416.1491868286577
REGION,DZANGACCP01N,2040,427.1224735513649
REGION,DZANGACCP01O,2015,117.6
REGION,DZANGACCP01O,2016,117.6
REGION,DZANGACCP01O,2017,117.6
REGION,DZANGACCP01O,2018,117.6
REGION,DZANGACCP01O,2019,117.6
REGION,DZANGACCP01O,2020,117.6
REGION,DZANGACCP01O,2021,111.72
REGION,DZANGACCP01O,2022,105.84
REGION,DZANGACCP01O,2023,99.96
REGION,DZANGACCP01O,2024,94.08
REGION,DZANGACCP01O,2025,88.2
REGION,DZANGACCP01O,2026,82.32
REGION,DZANGACCP01O,2027,76.44
REGION,DZANGACCP01O,2028,70.56
REGION,DZANGACCP01O,2029,64.68
REGION,DZANGACCP01O,2030,58.8
REGION,DZANGACCP01O,2031,52.92
REGION,DZANGACCP01O,2032,47.04
REGION,DZANGACCP01O,2033,41.16
REGION,DZANGACCP01O,2034,35.28
REGION,DZANGACCP01O,2035,29.4
REGION,DZANGACCP01O,2036,23.52
REGION,DZANGACCP01O,2037,17.64
REGION,DZANGACCP01O,2038,11.76
REGION,DZANGACCP01O,2039,5.88
REGION,DZANGACCP01O,2040,0.0
REGION,DZANGADIP00X,2040,0.0
REGION,DZANGAGCP01N,2016,32.32
REGION,DZANGAGCP01N,2017,32.32
REGION,DZANGAGCP01N,2018,41.72
REGION,DZANGAGCP01N,2019,41.72
REGION,DZANGAGCP01N,2020,41.72
REGION,DZANGAGCP01N,2021,41.72
REGION,DZANGAGCP01N,2022,41.72
REGION,DZANGAGCP01N,2023,41.72
REGION,DZANGAGCP01N,2024,41.72
REGION,DZANGAGCP01N,2025,41.72
REGION,DZANGAGCP01N,2026,41.72
REGION,DZANGAGCP01N,2027,41.72
REGION,DZANGAGCP01N,2028,41.72
REGION,DZANGAGCP01N,2029,41.72
REGION,DZANGAGCP01N,2030,41.72
REGION,DZANGAGCP01N,2031,41.72
REGION,DZANGAGCP01N,2032,41.72
REGION,DZANGAGCP01N,2033,41.72
REGION,DZANGAGCP01N,2034,41.72
REGION,DZANGAGCP01N,2035,41.72
REGION,DZANGAGCP01N,2036,41.72
REGION,DZANGAGCP01N,2037,41.72
REGION,DZANGAGCP01N,2038,41.72
REGION,DZANGAGCP01N,2039,41.72
REGION,DZANGAGCP01N,2040,41.72
REGION,DZANGAGCP01O,2015,245.378
REGION,DZANGAGCP01O,2016,245.378
REGION,DZANGAGCP01O,2017,245.378
REGION,DZANGAGCP01O,2018,245.378
REGION,DZANGAGCP01O,2019,245.378
REGION,DZANGAGCP01O,2020,245.378
REGION,DZANGAGCP01O,2021,233.1091
REGION,DZANGAGCP01O,2022,220.8402
REGION,DZANGAGCP01O,2023,208.5713
REGION,DZANGAGCP01O,2024,196.3024
REGION,DZANGAGCP01O,2025,184.0335
REGION,DZANGAGCP01O,2026,171.7646
REGION,DZANGAGCP01O,2027,159.4957
REGION,DZANGAGCP01O,2028,147.2268
REGION,DZANGAGCP01O,2029,134.9579
REGION,DZANGAGCP01O,2030,122.689
REGION,DZANGAGCP01O,2031,110.4201
REGION,DZANGAGCP01O,2032,98.1512
REGION,DZANGAGCP01O,2033,85.8823
REGION,DZANGAGCP01O,2034,73.6134
REGION,DZANGAGCP01O,2035,61.3445
REGION,DZANGAGCP01O,2036,49.0756
REGION,DZANGAGCP01O,2037,36.8067
REGION,DZANGAGCP01O,2038,24.5378
REGION,DZANGAGCP01O,2039,12.2689
REGION,DZANGAGCP01O,2040,0.0
REGION,DZANGAPRP00X,2040,0.0
REGION,DZANGGCP01N,2040,0.0
REGION,DZANGGCP01O,2040,0.0
REGION,DZASOLARP00X,2040,0.0
REGION,DZASOLCNP01X,2040,0.0
REGION,DZASOLCSP01X,2040,0.0
REGION,DZASOLMGRID1,2040,0.0
REGION,DZASOLPRP00X,2020,16.0
REGION,DZASOLPRP00X,2021,31.8
REGION,DZASOLPRP00X,2022,47.400000000000006
REGION,DZASOLPRP00X,2023,62.8
REGION,DZASOLPRP00X,2024,78.0
REGION,DZASOLPRP00X,2025,93.0
REGION,DZASOLPRP00X,2026,107.80000000000001
REGION,DZASOLPRP00X,2027,122.39999999999999
REGION,DZASOLPRP00X,2028,136.8
REGION,DZASOLPRP00X,2029,150.99999999999997
REGION,DZASOLPRP00X,2030,165.0
REGION,DZASOLPRP00X,2031,167.8931637074766
REGION,DZASOLPRP00X,2032,191.36904192237844
REGION,DZASOLPRP00X,2033,219.47600785533533
REGION,DZASOLPRP00X,2034,247.1829737882922
REGION,DZASOLPRP00X,2035,274.48993972124913
REGION,DZASOLPRP00X,2036,301.39690565420614
REGION,DZASOLPRP00X,2037,327.90387158716294
REGION,DZASOLPRP00X,2038,354.0108375201198
REGION,DZASOLPRP00X,2039,379.7178034530766
REGION,DZASOLPRP00X,2040,391.02476938603365
REGION,DZASOLPRSAL1,2040,0.0
REGION,DZASOLPRSAL2,2040,0.0
REGION,DZASOLPRSAL3,2040,0.0
REGION,DZASOLPRSAL4,2040,0.0
REGION,DZASOLPRSAL5,2040,0.0
REGION,DZASOLPSP00X,2021,23.0
REGION,DZASOLPSP00X,2022,46.0
REGION,DZASOLPSP00X,2023,69.0
REGION,DZASOLPSP00X,2024,92.0
REGION,DZASOLPSP00X,2025,115.0
REGION,DZASOLPSP00X,2026,138.0
REGION,DZASOLPSP00X,2027,161.0
REGION,DZASOLPSP00X,2028,184.0
REGION,DZASOLPSP00X,2029,207.0
REGION,DZASOLPSP00X,2030,230.0
REGION,DZASOLPSP00X,2031,230.0
REGION,DZASOLPSP00X,2032,230.0
REGION,DZASOLPSP00X,2033,230.0
REGION,DZASOLPSP00X,2034,230.0
REGION,DZASOLPSP00X,2035,230.0
REGION,DZASOLPSP00X,2036,230.0
REGION,DZASOLPSP00X,2037,230.0
REGION,DZASOLPSP00X,2038,230.0
REGION,DZASOLPSP00X,2039,245.21677393007494
REGION,DZASOLPSP00X,2040,291.21677393007496
REGION,DZASOLPUP00X,2015,9.008040000000001
REGION,DZASOLPUP00X,2016,9.008040000000001
REGION,DZASOLPUP00X,2017,9.008040000000001
REGION,DZASOLPUP00X,2018,9.008040000000001
REGION,DZASOLPUP00X,2019,9.008040000000001
REGION,DZASOLPUP00X,2020,8.665638000000001
REGION,DZASOLPUP00X,2021,8.2538757
REGION,DZASOLPUP00X,2022,7.8478201
REGION,DZASOLPUP00X,2023,19.1474712
REGION,DZASOLPUP00X,2024,30.252829
REGION,DZASOLPUP00X,2025,41.1638935
REGION,DZASOLPUP00X,2026,51.8806647
REGION,DZASOLPUP00X,2027,62.4031426
REGION,DZASOLPUP00X,2028,72.73132720000001
REGION,DZASOLPUP00X,2029,82.8652185
REGION,DZASOLPUP00X,2030,92.8048165
REGION,DZASOLPUP00X,2031,92.490948
REGION,DZASOLPUP00X,2032,92.1770795
REGION,DZASOLPUP00X,2033,91.863211
REGION,DZASOLPUP00X,2034,91.54934250000001
REGION,DZASOLPUP00X,2035,91.235474
REGION,DZASOLPUP00X,2036,90.92160550000001
REGION,DZASOLPUP00X,2037,90.607737
REGION,DZASOLPUP00X,2038,90.2938685
REGION,DZASOLPUP00X,2039,89.98
REGION,DZASOLPUP00X,2040,110.0
REGION,DZAURNIMP00X,2040,0.0
REGION,DZAURNPRP00X,2040,0.0
REGION,DZAURNPWP01N,2040,0.0
REGION,DZAURNPWP01O,2040,0.0
REGION,DZAWINMGRID1,2040,0.0
REGION,DZAWINOFP00X,2028,14.666081548745394
REGION,DZAWINOFP00X,2029,34.951066773795866
REGION,DZAWINOFP00X,2030,53.48605199884634
REGION,DZAWINOFP00X,2031,52.817476348860765
REGION,DZAWINOFP00X,2032,52.14890069887518
REGION,DZAWINOFP00X,2033,51.480325048889604
REGION,DZAWINOFP00X,2034,50.81174939890403
REGION,DZAWINOFP00X,2035,50.14317374891844
REGION,DZAWINOFP00X,2036,49.474598098932866
REGION,DZAWINOFP00X,2037,48.80602244894729
REGION,DZAWINOFP00X,2038,48.137446798961705
REGION,DZAWINOFP00X,2039,47.46887114897613
REGION,DZAWINOFP00X,2040,46.80029549899055
REGION,DZAWINONP00X,2015,0.4896
REGION,DZAWINONP00X,2016,0.4896
REGION,DZAWINONP00X,2017,0.4896
REGION,DZAWINONP00X,2018,0.4896
REGION,DZAWINONP00X,2019,0.4896
REGION,DZAWINONP00X,2020,0.4896
REGION,DZAWINONP00X,2021,0.46512
REGION,DZAWINONP00X,2022,0.44064
REGION,DZAWINONP00X,2023,0.41616
REGION,DZAWINONP00X,2024,4.848960000000003
REGION,DZAWINONP00X,2025,16.82448
REGION,DZAWINONP00X,2026,28.800000000000004
REGION,DZAWINONP00X,2027,33.6
REGION,DZAWINONP00X,2028,38.400000000000006
REGION,DZAWINONP00X,2029,43.20000000000001
REGION,DZAWINONP00X,2030,48.00000000000001
REGION,DZAWINONP00X,2031,71.675622
REGION,DZAWINONP00X,2032,95.15144800000002
REGION,DZAWINONP00X,2033,118.427478
REGION,DZAWINONP00X,2034,141.50371199999998
REGION,DZAWINONP00X,2035,164.38015000000001
REGION,DZAWINONP00X,2036,187.056792
REGION,DZAWINONP00X,2037,209.533638
REGION,DZAWINONP00X,2038,231.81068800000003
REGION,DZAWINONP00X,2039,253.88794199999998
REGION,DZAWINONP00X,2040,275.7654000000001
REGION,DZAWINPRP00X,2040,0.0
REGION,EGYBACKSTOP,2040,0.0
REGION,EGYBIOCHC01N,2040,0.0
REGION,EGYBIOCHP01N,2016,18.75
REGION,EGYBIOCHP01N,2017,18.75
REGION,EGYBIOCHP01N,2018,18.75
REGION,EGYBIOCHP01N,2019,18.75
REGION,EGYBIOCHP01N,2020,18.75
REGION,EGYBIOCHP01N,2021,26.25
REGION,EGYBIOCHP01N,2022,33.75
REGION,EGYBIOCHP01N,2023,33.75
REGION,EGYBIOCHP01N,2024,33.75
REGION,EGYBIOCHP01N,2025,33.75
REGION,EGYBIOCHP01N,2026,33.75
REGION,EGYBIOCHP01N,2027,33.75
REGION,EGYBIOCHP01N,2028,33.75
REGION,EGYBIOCHP01N,2029,33.75
REGION,EGYBIOCHP01N,2030,75.0
REGION,EGYBIOCHP01N,2031,74.5
REGION,EGYBIOCHP01N,2032,74.0
REGION,EGYBIOCHP01N,2033,73.5
REGION,EGYBIOCHP01N,2034,73.0
REGION,EGYBIOCHP01N,2035,72.5
REGION,EGYBIOCHP01N,2036,72.0
REGION,EGYBIOCHP01N,2037,71.5
REGION,EGYBIOCHP01N,2038,71.0
REGION,EGYBIOCHP01N,2039,70.5
REGION,EGYBIOCHP01N,2040,70.0
REGION,EGYBIOCHP01O,2015,62.4
REGION,EGYBIOCHP01O,2016,62.4
REGION,EGYBIOCHP01O,2017,62.4
REGION,EGYBIOCHP01O,2018,62.4
REGION,EGYBIOCHP01O,2019,62.4
REGION,EGYBIOCHP01O,2020,62.4
REGION,EGYBIOCHP01O,2021,59.28
REGION,EGYBIOCHP01O,2022,56.16
REGION,EGYBIOCHP01O,2023,53.04
REGION,EGYBIOCHP01O,2024,49.92
REGION,EGYBIOCHP01O,2025,31.2
REGION,EGYBIOCHP01O,2026,28.08
REGION,EGYBIOCHP01O,2027,24.96
REGION,EGYBIOCHP01O,2028,21.84
REGION,EGYBIOCHP01O,2029,18.72
REGION,EGYBIOCHP01O,2030,15.6
REGION,EGYBIOCHP01O,2031,12.3968
REGION,EGYBIOCHP01O,2032,9.23520000000001
REGION,EGYBIOCHP01O,2033,6.11519999999999
REGION,EGYBIOCHP01O,2034,3.0368
REGION,EGYBIOCHP01O,2040,0.0
REGION,EGYBIODIP00X,2040,0.0
REGION,EGYBIOEMP00X,2040,0.0
REGION,EGYBIOIMP00X,2040,0.0
REGION,EGYBIOPRP00X,2040,0.0
REGION,EGYCO1DIP00X,2040,0.0
REGION,EGYCO1EXP00X,2040,0.0
REGION,EGYCO1IMP00X,2040,0.0
REGION,EGYCO1PRP00X,2040,0.0
REGION,EGYCO1R1P00X,2040,0.0
REGION,EGYCO1R2P00X,2040,0.0
REGION,EGYCO1RCP00X,2040,0.0
REGION,EGYCOADIP00X,2040,0.0
REGION,EGYCOAEMP00X,2040,0.0
REGION,EGYCOAIMP00X,2040,0.0
REGION,EGYCOAPRP00X,2040,0.0
REGION,EGYCOASCC01N,2040,0.0
REGION,EGYCOASCP01N,2025,180.0
REGION,EGYCOASCP01N,2026,360.0
REGION,EGYCOASCP01N,2027,383.8662680420582
REGION,EGYCOASCP01N,2028,413.8662680420582
REGION,EGYCOASCP01N,2029,443.8662680420582
REGION,EGYCOASCP01N,2030,480.0
REGION,EGYCOASCP01N,2031,510.0
REGION,EGYCOASCP01N,2032,540.0
REGION,EGYCOASCP01N,2033,570.0
REGION,EGYCOASCP01N,2034,600.0
REGION,EGYCOASCP01N,2035,630.0
REGION,EGYCOASCP01N,2036,660.0
REGION,EGYCOASCP01N,2037,690.0
REGION,EGYCOASCP01N,2038,720.0
REGION,EGYCOASCP01N,2039,750.0
REGION,EGYCOASCP01N,2040,780.0
REGION,EGYCOASCP01O,2040,0.0
REGION,EGYEL1TRP00X,2040,0.0
REGION,EGYEL2DIP00X,2040,0.0
REGION,EGYEL3DIP00X,2040,0.0
REGION,EGYEL4DIP00X,2040,0.0
REGION,EGYELJORBP00,2040,0.0
REGION,EGYELSAUBP00,2040,0.0
REGION,EGYELSDNBP00,2040,0.0
REGION,EGYGATURBP00,2040,0.0
REGION,EGYGEOCVP01N,2040,0.0
REGION,EGYGEOCVP01O,2040,0.0
REGION,EGYHFODIP00X,2040,0.0
REGION,EGYHFOEMP00X,2040,0.0
REGION,EGYHFOGCP01N,2015,44.0
REGION,EGYHFOGCP01N,2016,88.0
REGION,EGYHFOGCP01N,2017,88.0
REGION,EGYHFOGCP01N,2018,88.0
REGION,EGYHFOGCP01N,2019,88.0
REGION,EGYHFOGCP01N,2020,88.0
REGION,EGYHFOGCP01N,2021,88.0
REGION,EGYHFOGCP01N,2022,88.0
REGION,EGYHFOGCP01N,2023,88.0
REGION,EGYHFOGCP01N,2024,88.0
REGION,EGYHFOGCP01N,2025,88.0
REGION,EGYHFOGCP01N,2026,88.0
REGION,EGYHFOGCP01N,2027,88.0
REGION,EGYHFOGCP01N,2028,88.0
REGION,EGYHFOGCP01N,2029,88.0
REGION,EGYHFOGCP01N,2030,88.0
REGION,EGYHFOGCP01N,2031,104.42061974533037
REGION,EGYHFOGCP01N,2032,148.42061974533038
REGION,EGYHFOGCP01N,2033,192.42061974533038
REGION,EGYHFOGCP01N,2034,236.42061974533038
REGION,EGYHFOGCP01N,2035,280.4206197453304
REGION,EGYHFOGCP01N,2036,324.4206197453304
REGION,EGYHFOGCP01N,2037,368.4206197453304
REGION,EGYHFOGCP01N,2038,412.4206197453304
REGION,EGYHFOGCP01N,2039,456.4206197453304
